201501080002,2015,1,8,,0,,69,France,8,Western Europe,Pays de la Loire,Le Mans,47.969057,0.203153,1,0,,"""01/08/2015: Assailants threw blank grenades and fired shots at a mosque in Le Mans city, Pays de la Loire region, France. There were no reported casualties resulting from the attack. No group claimed responsibility for the incident.""",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,15,Religious Figures/Institutions,86,Place of Worship,Unknown,Mosque,69,France,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"""The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence against Muslim targets following the Charlie Hebdo attack on January 7, 2015.""",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,7,Grenade,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,Blank grenades were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The window of a mosque was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Pensioner jailed for attacking French mosque,"""" France24, February 26, 2015.""","""""""Mosques Targeted in Wake of Paris Massacre: Reports,"""" NBCNews.com, January 8, 2015.""","""""""Policewoman shot by gunman near Paris dies,"""" Turkish Daily, January 8, 2015.""",START Primary Collection,-9,-9,0,-9,
201501080060,2015,1,8,,0,,123,Mali,11,Sub-Saharan Africa,Mopti,Tenenkou,14.456878,-4.91545,1,0,,"""01/08/2015: Assailants attacked Tenenkou town, Mopti region, Mali. There were no reported casualties. No group claimed responsibility; however, sources attributed the incident to Muslim fundamentalists.""",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,14,Private Citizens & Property,75,Village/City/Town/Suburb,Tenenkou Town,Town,123,Mali,,.,,.,,,,.,,.,,.,,,,.,Muslim Fundamentalists,,,,,484,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Nine killed in terrorist attack in Mali,"""" Business Standard India, January 16, 2015.""",,,START Primary Collection,-9,-9,0,-9,
201501090019,2015,1,9,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Askira Uba,10.656526,12.902829,2,0,,"""01/09/2015: Security forces intercepted assailants en route to carry out an attack in Askira Uba village, Borno state, Nigeria. At least 70 assailants were killed and injured in the ensuing clash. No group claimed responsibility; however, sources attributed the incident to Boko Haram.""",1,1,1,0,,.,0,0,0,9,Unknown,,.,,.,14,Private Citizens & Property,75,Village/City/Town/Suburb,Askira Uba Village,Village,147,Nigeria,,.,,.,,,,.,,.,,.,,,,.,Boko Haram,,,,,30101,,,,,0,,,70,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,,0,,,0,,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""Militants   killed planning to   attack   Nigeria's Adamawa,"""" Anadolu Agency (AA), January 10, 2015.""",,,START Primary Collection,0,0,0,0,
201501100003,2015,1,10,,0,,110,Lebanon,10,Middle East & North Africa,North,Tripoli,34.443955,35.854032,1,0,The incident occurred in the Jabal Mohsen neighborhood.,"""01/10/2015: Two suicide bombers detonated explosives at a coffee shop in Jabal Mohsen neighborhood, Tripoli city, North governorate, Lebanon. In addition to the two suicide bombers, nine people were killed and 36 others were wounded in the blast. Al-Nusrah Front claimed responsibility for the incident and stated that the victims were targeted in revenge for the deaths of members of the Sunni community in Lebanon and Syria. However, the Lebanese government dismissed the claim and asserted that the Islamic State of Iraq and the Levant (ISIL) carried out the attack.""",1,1,1,0,,.,0,1,1,3,Bombing/Explosion,,.,,.,1,Business,2,Restaurant/Bar/Café,Cafe Omran,Coffee Shop,110,Lebanon,,.,,.,,,,.,,.,,.,,,,.,Al-Nusrah Front,Al-Nusrah Front in Lebanon,Islamic State of Iraq and the Levant (ISIL),,,40103,40151,,,Al-Nusrah Front claimed responsibility for the incident and stated that the victims were targeted in revenge for the deaths of members of the Sunni community in Lebanon and Syria. Sources suspected that the attack was part of a larger trend of sectarian violence between Lebanon's Sunni and Shiite communities.,1,0,,2,0,1,7,"""Posted to website, blog, etc.""",0,,.,,,.,,6,Explosives/Bombs/Dynamite,13,Suicide (carried bodily by human being),,.,,.,,.,,.,,.,,.,,11,0,2,36,0,0,1,3,Minor (likely < $1 million),-99,A cafe was damaged in this attack.,0,,,,,,,,,,,,,,.,,"""Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.""","""""""Suicide bombing of Lebanese cafe claimed by al-Qaida-affiliated Nusra Front,"""" UPI, January 12, 2015.""","""""""Lebanon: Twin suicide bombing kills nine in Jabal Mohsen,"""" Muslim News, January 12, 2015.""","""""""Islamic State carried out Lebanon cafe attack - minister,"""" Reuters UK, January 11, 2015.""",START Primary Collection,1,1,0,1,
201501100097,2015,1,10,,0,,19,Bangladesh,6,South Asia,Chittagong,Nangalkot,23.164783,91.201835,1,0,Incident occurred at the Nangalkot railway station.,"""01/10/2015: Assailants removed railway tracks at Nangalkot railway station in Nangalkot town, Chittagong division, Bangladesh. The act caused the derailment of a train soon after; there were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to pro-hartal activists.""",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,19,Transportation,100,Train/Train Tracks/Trolley,Bangladesh Railway,Godhuli Express,19,Bangladesh,,.,,.,,,,.,,.,,.,,,,.,Pro Hartal Activists,,,,,40039,,,,"""The specific motive is unknown; however, sources noted that the attack may have been part of a larger trend of violence related to Bangladesh's nationwide hartal, which began on January 6, 2015.""",0,,,-99,0,0,,.,,,.,,,.,,11,Sabotage Equipment,,.,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,4,Unknown,-99,A train and train railway tracks were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Teacher killed, train derails,"""" Dhaka Tribune, January 10, 2015.""","""""""Bangladesh: Violence, Arson Attacks on Vehicles 'Escalated' on 5th Day of BNP's Nationwide Blockade,"""" Daily Sun Online, January 11, 2015.""",,START Primary Collection,0,0,0,0,
201501110011,2015,1,11,2015-01-11 00:00:00,0,,95,Iraq,10,Middle East & North Africa,Diyala,Muqdadiyah,33.962791,44.91494,1,0,The incident occurred in the Askari neighborhood.,"""01/11/2015: Assailants fired a mortar that struck houses in Askari area, Muqdadiyah district, Diyala governorate, Iraq. This was one of two similar incidents in the area at the same time. At least two people were killed and eight people were injured across both attacks. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).""",1,1,1,0,,.,1,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Houses,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Islamic State of Iraq and the Levant (ISIL),,,,,40151,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"""Projectile (rockets, mortars, RPGs, etc.)""",,.,,.,,.,,.,,.,,.,A mortar was used in the attack.,1,0,0,4,0,0,-9,,.,,It is unknown if property was damaged in this attack.,0,,,,,,,,,,,,,,.,,Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501110010 and 201501110011.,"""""""Iraq: Roundup of Security Incidents 06-11 January 2014,"""" OSC Summary, January 6, 2015.""",,,START Primary Collection,-9,-9,0,-9,201501110010
201501140013,2015,1,14,2015-01-14 00:00:00,0,,45,Colombia,3,South America,Caqueta,Puerto Amor,2.519314,-74.753891,1,0,,"""01/14/2015: Two explosive devices were discovered and safely defused near a school in Puerto Amor area, Caqueta department, Colombia. No group claimed responsibility for the incident; however, sources attributed the attempted attack to the Revolutionary Armed Forces of Colombia (FARC).""",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,8,Educational Institution,49,School/University/Educational Building,Unknown,School,45,Colombia,,.,,.,,,,.,,.,,.,,,,.,Revolutionary Armed Forces of Colombia (FARC),Teofilo Forero Castro Mobile Column,,,,576,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,Two gas-cylinder bombs containing fifty kilograms of pentolite and contaminated shrapnel were placed in the ground and used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""""""The FARC left two pump cylinders near a school in Caqueta,"""" eltiempo.com, January 14, 2015.""","""""""Colombia Guerrilla Update: Army Soldier Dies in Clashes with FARC in Belen de Los Andaquies Caqueta,"""" OSC Summary, January 15, 2015.""",,START Primary Collection,0,0,0,0,
201501160051,2015,1,14,2015-01-14 00:00:00,0,,19,Bangladesh,6,South Asia,Dhaka,Dhaka,23.724916,90.397552,1,0,,"""01/14/2015: Assailants threw two explosive devices at the residence of Gowher Rizvi in Dhaka city, Dhaka division, Bangladesh. Rizvi, the international affairs advisor for the Bangladeshi prime minister, was not harmed as there were no reported casualties in the blasts. No group claimed responsibility; however, sources attributed the attack to pro-hartal activists.""",1,1,1,0,,.,0,0,0,1,Assassination,,.,,.,2,Government (General),18,"""Government Personnel (excluding police, military)""",Government of Bangladesh,Residence of Adviser to Prime Minister on International Affairs: Gowher Rizvi,19,Bangladesh,,.,,.,,,,.,,.,,.,,,,.,Pro Hartal Activists,,,,,40039,,,,"""The specific motive is unknown; however, sources noted that the attack may have been part of a larger trend of violence related to Bangladesh's nationwide hartal, which began on January 6, 2015.""",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,Two thrown crude bombs were used in the attack.,0,0,0,0,0,0,-9,,.,,It is unknown if a house was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Arson attacks take alarming turn across Bangladesh,"""" Big News Network, January 16, 2015.""",,,START Primary Collection,0,0,0,0,
201501180005,2015,1,18,,0,,113,Libya,10,Middle East & North Africa,Benghazi,Benghazi,32.093242,20.131703,1,0,The incident occurred in the Laythi neighborhood.,"""01/18/2015: Assailants fired mortars and rockets at Laythi neighborhood, Benghazi city, Benghazi district, Libya. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar al-Sharia (Libya).""",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,75,Village/City/Town/Suburb,Laythi Neighborhood,Neighborhood,113,Libya,,.,,.,,,,.,,.,,.,,,,.,Ansar al-Sharia (Libya),,,,,40078,,,,"""The specific motive is unknown; however, sources suspected that Ansar al-Sharia (Libya) carried out the attack in response to the Libya National Army's proclamation of a ceasefire.""",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"""Projectile (rockets, mortars, RPGs, etc.)""",,.,,.,,.,,.,,.,,.,Mortars and rockets were used in the attack.,,0,0,,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Libya: Suspected Ansar Al-Sharia Militants Fire Rockets 'at Random' in Benghazi,"""" Libya Herald, January 18, 2015.""",,,START Primary Collection,0,0,0,0,
201501190021,2015,1,19,,0,,113,Libya,10,Middle East & North Africa,Tripoli,Tripoli,32.898594,13.175477,1,0,,"""01/19/2015: Assailants set fire to a market complex in Tripoli city, Tripoli district, Libya. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attack to the Tripoli Province of the Islamic State.""",1,1,1,0,,.,0,1,0,7,Facility/Infrastructure Attack,,.,,.,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Suq al-Thulata Complex,Market Complex,113,Libya,,.,,.,,,,.,,.,,.,,,,.,Tripoli Province of the Islamic State,,,,,40345,,,,"""The specific motive is unknown; however, sources suspected that the Tripoli Province of the Islamic State targeted the market because it allowed genders to mix.""",0,,,-99,0,0,,.,,,.,,,.,,8,Incendiary,18,Arson/Fire,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A market complex was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Libya: Open Source Highlights 20 January 2015,"""" OSC Summary, January 19, 2015.""",,,START Primary Collection,0,0,0,0,
201501200043,2015,1,20,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.355873,44.213536,1,0,,"""01/20/2015: Assailants fired projectiles at the home of President Abd Rabbuh Mansur Hadi in Sanaa city, Amanat Al Asimah governorate, Yemen. Two soldiers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.""",1,1,1,0,,.,0,0,0,1,Assassination,,.,,.,2,Government (General),17,Head of State,Government of Yemen,Residence of President: Abd Rabbuh Mansur Hadi,228,Yemen,,.,,.,,,,.,,.,,.,,,,.,Huthi Extremists,,,,,20198,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"""Projectile (rockets, mortars, RPGs, etc.)""",5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,Artillery and firearms were used in the attack.,2,0,0,0,0,0,1,4,Unknown,-99,The Yemeni presidential residence was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""""""Shia   rebels attack   Yemeni president's home,"""" The Times (London), January 21, 2015.""","""""""Yemen presidential palace 'shelled',"""" BBC, January 20, 2015.""","""""""Yemen Rebels Attack President's Home,"""" Tempo.co, January 21, 2015.""",START Primary Collection,0,0,0,0,
201501200081,2015,1,20,,0,,19,Bangladesh,6,South Asia,Chittagong,Chittagong,22.34193,91.827015,1,0,Incident occurred in the Kadamotoli area of Katwali Thana in the city.,"""01/20/2015: An explosive device detonated prematurely as an assailant attempted to attack a rickshaw in Kadamotoli neighborhood, Katwali Thana area, Chittagong city, Chittagong division, Bangladesh. The assailant was killed, but there were no other reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Jamaat-E-Islami (Bangladesh).""",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,19,Transportation,105,Taxi/Rickshaw,Unknown,Rickshaw,19,Bangladesh,,.,,.,,,,.,,.,,.,,,,.,Jamaat-E-Islami (Bangladesh),Islami Chhatra Shibir (ICS),,,,802,,,,"""The specific motive is unknown; however, sources noted that the attack may have been part of a larger trend of violence related to Bangladesh's nationwide hartal, which began on January 6, 2015.""",0,,,1,1,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,A crude bomb was used in the attack.,1,0,1,0,0,0,-9,,.,,It is unknown if a rickshaw was damaged in this attack.,0,,,,,,,,,,,,,,.,,"""Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.""","""""""Truck attacked, helper killed in Chandpur,"""" Bangladesh Daily Star, January 28, 2015.""","""""""Bangladesh: Attack on Police, Vandalism, Arson, Blasts Mark BNP-led Alliance's Blockade Amid Arrests,"""" The Daily Star Online, January 22, 2015.""","""""""Injured Shibirman dies in city,"""" RisingBD, January 28, 2015.""",START Primary Collection,0,0,0,0,
201501210010,2015,1,21,2015-01-21 00:00:00,1,,228,Yemen,10,Middle East & North Africa,Sanaa,Arhab district,15.799444,44.246389,3,0,,"""01/21/2015: Assailants kidnapped four members of the Arhab tribe in Arhab district, Sanaa governorate, Yemen. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the abduction to Huthis.""",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,228,Yemen,,.,,.,,,,.,,.,,.,,,,.,Huthi Extremists,,,,,20198,,,,,0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,,0,0,,0,0,0,,.,,,1,4,0,,-99,,,0,,,,,,7,Unknown,-99,,"""""""Houthis kidnap 3 Arhab tribesmen in Yemen's Sanaa,"""" World Bulletin, January 22, 2015.""",,,START Primary Collection,0,0,0,0,
